,amp,batch_size,bss_reg,clip_grad,cotuning_reg,cutmix,decay_epochs,decay_rate,delta_reg,drop,layer_decay,linear_probing,lr,mixup,mixup_prob,model,momentum,opt,patience_epochs,pct_to_freeze,ra_magnitude,ra_num_ops,sched,smoothing,sp_reg,stoch_norm,warmup_epochs,warmup_lr,weight_decay,data_augmentation,opt_betas,auto_augment
106577085869079411,True,4,0.0001,,1.0,0.5,20.0,0.1,0.0001,0.3,0.75,False,0.005,0.4,0.25,xcit_tiny_24_p8_384_dist,0.95,momentum,10,0.0,8,2,step,0.1,0.01,False,10,1e-05,0.1,none,,
32653263023925860,False,4,0.0001,1.0,0.0,1.0,20.0,0.1,0.0,0.3,0.65,False,0.005,0.4,0.25,mobilevitv2_075,0.9,adamw,10,0.0,8,2,step,0.05,0.0001,True,5,0.0,0.1,auto_augment,"(0.9, 0.999)",v0
2634123790558390,False,8,0.001,,0.0,0.1,10.0,0.1,0.0,0.3,,False,0.0005,0.2,0.75,mobilevit_xs,0.9,adamw,10,0.6,8,2,multistep,0.05,0.0,True,10,1e-05,0.01,none,"(0.9, 0.999)",
62201089187773309,True,2,0.0001,1.0,0.0,0.0,0.0,0.1,0.1,0.3,0.65,False,0.01,0.4,0.25,mobilevit_xxs,0.9,momentum,5,0.4,8,2,plateau,0.1,0.0,True,0,0.0,1e-05,none,,
82646487897860533,True,128,0.0,1.0,4.0,1.0,0.0,0.1,0.001,0.0,0.75,False,0.0001,4.0,0.25,xcit_tiny_24_p8_384_dist,0.9,adamw,10,1.0,8,2,cosine,0.1,0.01,True,5,0.0,0.01,auto_augment,"(0.0, 0.999)",v0
322664877121141013,True,8,0.0001,1.0,0.0,1.0,0.0,0.1,0.001,0.4,,True,0.0001,0.0,1.0,edgenext_x_small,0.99,momentum,5,0.2,17,3,plateau,0.1,0.0001,True,10,1e-05,1e-05,random_augment,,
13562404616993100,False,16,0.01,1.0,0.0,0.25,0.0,0.1,0.0001,0.2,0.65,False,0.005,0.4,1.0,xcit_tiny_12_p8_384_dist,0.9,sgd,5,1.0,8,2,plateau,0.1,0.01,False,0,0.0,1e-05,trivial_augment,,
32345339678363036,False,4,0.01,1.0,1.0,1.0,0.0,0.1,0.001,0.2,0.75,True,0.001,2.0,0.0,edgenext_x_small,0.9,adam,2,0.2,8,2,plateau,0.1,0.0,True,10,1e-05,0.0,none,"(0.0, 0.99)",
25085902622618830,False,8,0.001,10.0,2.0,0.25,0.0,0.1,0.1,0.0,0.65,False,0.0005,1.0,1.0,xcit_tiny_24_p8_384_dist,0.9,sgd,10,0.2,17,3,cosine,0.0,0.001,False,10,1e-06,0.1,random_augment,,
33300688227091920,False,2,0.0,10.0,1.0,0.1,0.0,0.1,0.01,0.3,0.75,False,0.0001,8.0,0.75,mobilevit_xs,0.9,adam,5,0.4,8,2,plateau,0.05,0.1,True,10,1e-06,0.1,trivial_augment,"(0.9, 0.999)",
16764877391420057,True,8,0.1,10.0,0.0,0.1,0.0,0.1,0.0,0.1,0.75,False,1e-05,0.2,1.0,mobilevitv2_075,0.9,momentum,10,0.8,8,2,cosine,0.05,0.001,True,0,1e-06,0.1,trivial_augment,,
1285399973850265,True,2,0.01,10.0,4.0,4.0,0.0,0.1,0.01,0.2,0.75,False,5e-05,0.0,0.0,mobilevitv2_075,0.9,adamp,10,0.0,8,2,cosine,0.1,0.0,True,10,1e-05,0.1,trivial_augment,"(0.9, 0.999)",
112268481955765832,False,4,0.0,1.0,1.0,2.0,20.0,0.1,0.0,0.1,0.65,True,0.01,0.0,0.25,tf_efficientnet_b6_ns,0.95,momentum,10,0.4,8,2,step,0.0,0.01,False,5,0.0,0.0,trivial_augment,,
2132165220831732,False,128,0.0,10.0,1.0,0.25,0.0,0.1,0.01,0.4,0.65,True,0.01,0.0,0.5,mobilevit_xxs,0.9,adam,10,0.8,9,2,cosine,0.0,0.001,False,10,1e-06,0.01,random_augment,"(0.9, 0.999)",
102375394868183868,False,2,0.0001,10.0,0.5,0.25,0.0,0.1,0.0001,0.1,0.65,False,0.005,8.0,0.25,tf_efficientnet_b4_ns,0.9,adamp,10,0.0,17,3,cosine,0.1,0.01,False,5,1e-05,0.0001,random_augment,"(0.9, 0.999)",
355145651811765252,False,2,0.1,10.0,0.0,0.5,10.0,0.5,0.001,0.3,,False,1e-05,0.0,1.0,edgenext_xx_small,0.95,momentum,10,1.0,8,2,multistep,0.1,0.0001,False,0,0.0,0.0,auto_augment,,v0
6965983974995286,False,16,0.0,10.0,0.0,0.1,0.0,0.1,0.01,0.3,0.65,False,0.001,2.0,0.75,beit_base_patch16_384,0.9,sgd,2,0.8,8,2,plateau,0.0,0.1,False,5,0.0,0.0,none,,
31040777110196007,True,32,0.0001,,4.0,0.1,0.0,0.1,0.1,0.1,0.65,False,0.01,0.2,0.75,volo_d3_448,0.9,adamw,2,1.0,8,2,plateau,0.1,0.01,True,10,1e-05,1e-05,none,"(0.0, 0.99)",
28613735193417834,False,128,0.1,1.0,2.0,4.0,20.0,0.1,0.01,0.3,0.75,False,1e-05,1.0,1.0,edgenext_small,0.9,sgd,10,0.4,8,2,multistep,0.0,0.001,True,5,0.0,0.0001,none,,
378438790683864694,False,8,0.0,1.0,0.0,0.5,20.0,0.5,0.1,0.4,0.65,False,0.0001,0.2,0.5,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.6,8,2,step,0.05,0.1,False,10,0.0,1e-05,auto_augment,"(0.0, 0.999)",v0
2829271661461477,True,2,0.001,10.0,2.0,1.0,10.0,0.1,0.001,0.0,,False,0.0005,1.0,0.75,swinv2_base_window12to24_192to384_22kft1k,0.9,adam,10,0.8,8,2,multistep,0.05,0.01,True,0,0.0,0.001,trivial_augment,"(0.9, 0.999)",
83156283820805,True,8,0.0,1.0,2.0,0.5,10.0,0.1,0.01,0.2,0.65,False,0.0005,0.4,0.25,beit_base_patch16_384,0.9,adamp,10,0.0,8,2,multistep,0.05,0.0,True,0,0.0,0.1,trivial_augment,"(0.9, 0.999)",
12642398183471204,False,4,0.1,,4.0,2.0,0.0,0.1,0.01,0.4,0.75,True,5e-05,2.0,0.75,xcit_tiny_12_p8_384_dist,0.9,sgd,10,0.0,17,2,cosine,0.1,0.001,False,0,1e-06,0.0001,random_augment,,
145024985709721125,True,32,0.001,10.0,0.0,0.0,20.0,0.1,0.0,0.3,,True,0.0001,0.0,1.0,mobilevitv2_075,0.99,momentum,10,0.8,9,2,step,0.05,0.0001,True,0,1e-06,0.0,random_augment,,
78228089333052626,False,4,0.01,,0.5,0.25,20.0,0.1,0.001,0.1,0.65,False,0.0005,4.0,0.25,tf_efficientnet_b4_ns,0.9,momentum,10,0.4,8,2,multistep,0.0,0.1,False,10,1e-05,0.0001,none,,
12781750698115402,False,8,0.0001,1.0,1.0,2.0,0.0,0.1,0.0,0.2,,False,0.005,1.0,0.75,volo_d1_384,0.9,sgd,5,0.4,8,2,plateau,0.1,0.0001,False,5,1e-06,0.0001,none,,
27665620036767344,False,4,0.1,1.0,4.0,0.5,0.0,0.1,0.001,0.3,0.75,False,1e-05,1.0,0.25,xcit_tiny_24_p8_384_dist,0.9,adam,10,0.4,8,2,cosine,0.0,0.1,False,5,1e-06,0.001,trivial_augment,"(0.0, 0.999)",
16953893331647455,True,2,0.01,,0.0,2.0,0.0,0.1,0.1,0.0,,False,0.001,4.0,0.75,swinv2_base_window12to24_192to384_22kft1k,0.9,momentum,10,0.8,8,2,cosine,0.0,0.0,False,10,1e-06,0.1,trivial_augment,,
16769908313125089,True,256,0.01,10.0,1.0,0.25,0.0,0.1,0.001,0.4,,False,0.001,0.2,0.5,edgenext_small,0.9,adam,10,0.8,8,2,cosine,0.1,0.001,True,0,1e-06,0.1,none,"(0.9, 0.99)",
20549856123013871,True,64,0.0,10.0,4.0,0.1,0.0,0.1,0.0001,0.1,0.65,False,0.0001,1.0,0.25,edgenext_x_small,0.9,adamp,10,1.0,8,2,cosine,0.1,0.1,True,5,0.0,0.0001,trivial_augment,"(0.9, 0.99)",
65580249741936945,True,256,0.0,10.0,0.0,2.0,10.0,0.1,0.0,0.0,0.75,False,1e-05,2.0,0.5,edgenext_small,0.9,adam,10,1.0,8,2,step,0.0,0.0001,False,10,1e-06,0.1,none,"(0.9, 0.99)",
115893011796444720,False,2,0.0,1.0,4.0,0.5,0.0,0.1,0.001,0.0,0.65,False,5e-05,4.0,0.0,mobilevit_xs,0.99,momentum,10,0.2,9,3,cosine,0.1,0.1,False,5,1e-05,0.01,random_augment,,
226901592480443963,True,8,0.0001,10.0,2.0,0.0,20.0,0.1,0.001,0.1,,False,0.0001,4.0,1.0,volo_d3_448,0.9,adamw,10,1.0,8,2,multistep,0.1,0.01,False,0,0.0,0.1,auto_augment,"(0.9, 0.99)",v0
96612320163390901,True,16,0.01,10.0,2.0,4.0,0.0,0.1,0.01,0.0,0.75,False,0.0001,2.0,0.5,edgenext_x_small,0.9,adamp,2,0.0,8,2,plateau,0.05,0.1,True,5,1e-06,0.0,auto_augment,"(0.0, 0.999)",original
4848098285309457,True,4,0.01,,0.0,2.0,10.0,0.1,0.1,0.3,0.65,False,5e-05,0.2,0.75,xcit_tiny_24_p8_384_dist,0.9,sgd,10,0.2,8,2,step,0.0,0.01,False,10,1e-06,0.0001,trivial_augment,,
155526947334619655,True,8,0.0,10.0,0.5,0.5,10.0,0.5,0.0001,0.1,,False,1e-05,1.0,1.0,tf_efficientnet_b6_ns,0.8,momentum,10,0.8,8,2,step,0.05,0.0001,True,5,0.0,0.01,auto_augment,,v0
12913251174515080,False,64,0.0,10.0,1.0,2.0,0.0,0.1,0.001,0.3,0.75,True,0.005,0.2,0.25,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.8,8,2,cosine,0.1,0.0,False,10,1e-06,0.0001,none,"(0.0, 0.99)",
1207967192226740,False,4,0.0001,10.0,1.0,1.0,10.0,0.1,0.001,0.0,0.65,False,0.0005,1.0,1.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adam,10,0.8,8,2,step,0.05,0.0,False,10,1e-05,0.1,none,"(0.9, 0.999)",
45327933181282356,False,2,0.001,1.0,4.0,4.0,0.0,0.1,0.001,0.2,0.75,False,1e-05,0.2,0.5,tf_efficientnet_b6_ns,0.9,adam,5,0.4,8,2,plateau,0.0,0.0001,False,10,1e-06,0.0001,trivial_augment,"(0.0, 0.99)",
19826255352708856,False,64,0.001,,2.0,0.0,10.0,0.5,0.0,0.2,0.65,True,0.0001,0.4,0.75,mobilevit_xs,0.9,sgd,10,0.6,8,2,step,0.05,0.0001,False,0,1e-05,0.001,none,,
18039347875325226,False,128,0.01,1.0,0.5,1.0,0.0,0.1,0.01,0.4,,False,0.001,2.0,0.0,xcit_nano_12_p8_384_dist,0.9,adamw,10,1.0,8,2,cosine,0.05,0.001,False,0,1e-06,0.01,none,"(0.9, 0.99)",
1782686536122681,True,32,0.1,,0.0,1.0,10.0,0.1,0.1,0.4,0.75,False,0.0001,0.2,0.0,tf_efficientnet_b4_ns,0.9,sgd,10,0.4,8,2,step,0.1,0.01,True,10,0.0,0.01,none,,
5206003525913909,True,8,0.01,10.0,0.5,0.0,0.0,0.1,0.01,0.0,0.65,True,0.0005,8.0,1.0,xcit_nano_12_p8_384_dist,0.9,sgd,10,0.0,8,2,cosine,0.0,0.001,True,5,1e-05,0.0001,none,,
450708538445218306,False,64,0.001,,2.0,0.1,20.0,0.5,0.1,0.4,0.65,True,0.001,0.2,0.25,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.8,17,3,multistep,0.05,0.0001,False,5,1e-05,0.0001,random_augment,"(0.0, 0.99)",
107662535284857896,False,4,0.01,10.0,2.0,0.5,20.0,0.1,0.0001,0.0,0.65,False,0.01,4.0,1.0,mobilevit_xxs,0.9,adamw,10,0.2,8,2,step,0.0,0.0001,True,0,1e-05,0.01,none,"(0.0, 0.999)",
334171111653790293,True,4,0.0,,1.0,0.5,20.0,0.1,0.0001,0.1,0.75,False,0.005,1.0,0.5,dla46x_c,0.9,adamw,10,0.2,9,3,multistep,0.1,0.01,False,5,1e-06,0.01,random_augment,"(0.9, 0.99)",
74410810569556117,True,16,0.0,10.0,4.0,0.1,0.0,0.1,0.001,0.1,0.65,True,1e-05,0.2,0.25,xcit_nano_12_p8_384_dist,0.9,adamp,10,0.8,9,3,cosine,0.1,0.1,True,0,0.0,0.01,random_augment,"(0.0, 0.99)",
15724667847652535,True,64,0.01,,0.5,1.0,0.0,0.1,0.0001,0.1,,False,0.0001,4.0,0.75,convnext_small_384_in22ft1k,0.8,momentum,10,0.8,8,2,cosine,0.0,0.01,True,10,1e-06,0.0,none,,
30266780287576537,True,2,0.001,1.0,2.0,0.1,0.0,0.1,0.0001,0.3,,False,0.001,0.4,0.75,xcit_nano_12_p8_384_dist,0.9,adam,10,0.0,8,2,cosine,0.05,0.001,True,0,1e-06,1e-05,trivial_augment,"(0.0, 0.999)",
125647924893115433,True,8,0.0001,1.0,0.5,0.1,0.0,0.1,0.0001,0.3,,False,0.0001,0.0,0.5,beit_base_patch16_384,0.9,adamp,5,0.2,17,2,plateau,0.1,0.1,False,0,0.0,0.0001,random_augment,"(0.0, 0.999)",
29125789053970899,True,4,0.001,10.0,4.0,0.1,0.0,0.1,0.0001,0.4,0.65,False,5e-05,8.0,0.25,volo_d1_384,0.9,adamp,10,0.2,8,2,cosine,0.05,0.0001,False,10,1e-06,0.0001,trivial_augment,"(0.0, 0.999)",
49962176369518940,False,32,0.1,10.0,4.0,0.1,10.0,0.5,0.0001,0.1,0.75,False,0.005,8.0,0.25,tf_efficientnet_b4_ns,0.9,adamw,10,0.8,8,2,step,0.0,0.0,False,0,0.0,0.01,trivial_augment,"(0.0, 0.99)",
26661893365793254,False,8,0.0,10.0,0.5,1.0,0.0,0.1,0.01,0.1,0.65,False,0.005,4.0,1.0,volo_d1_384,0.95,momentum,10,1.0,8,2,cosine,0.0,0.001,True,0,1e-05,0.01,none,,
189683437192917527,True,64,0.001,1.0,1.0,4.0,20.0,0.5,0.01,0.3,0.75,False,1e-05,0.2,0.0,deit3_small_patch16_384_in21ft1k,0.9,adamw,10,0.8,8,2,step,0.0,0.01,False,5,1e-06,0.001,auto_augment,"(0.0, 0.99)",original
187627994034521341,True,128,0.0001,,2.0,0.1,20.0,0.5,0.0001,0.2,,True,0.001,4.0,0.0,edgenext_x_small,0.8,momentum,10,0.8,8,2,step,0.0,0.0001,True,10,1e-05,0.1,auto_augment,,original
86972386597742,False,4,0.0,,1.0,0.1,0.0,0.1,0.01,0.2,0.65,False,0.005,4.0,0.25,edgenext_small,0.9,adamw,10,1.0,8,2,cosine,0.1,0.0,True,0,0.0,0.1,trivial_augment,"(0.9, 0.999)",
56122605932489615,True,64,0.01,,0.0,0.1,10.0,0.5,0.1,0.3,,False,0.01,4.0,1.0,edgenext_small,0.8,momentum,10,0.0,8,2,step,0.1,0.0,False,10,1e-06,0.0,none,,
73829539555000502,False,256,0.0001,1.0,4.0,2.0,0.0,0.1,0.1,0.2,0.75,True,0.0001,8.0,0.75,mobilevit_xs,0.9,adamp,10,0.6,8,2,cosine,0.0,0.0001,False,0,1e-05,0.1,none,"(0.0, 0.999)",
385251041576201238,False,2,0.0001,,0.5,1.0,20.0,0.5,0.1,0.4,,False,0.0005,4.0,0.0,mobilevit_xs,0.9,adamw,10,0.6,8,2,multistep,0.05,0.01,True,10,0.0,0.0001,auto_augment,"(0.0, 0.999)",original
74288839889993564,False,4,0.1,1.0,0.0,0.0,0.0,0.1,0.01,0.0,,False,0.0001,0.4,1.0,volo_d3_448,0.99,momentum,5,1.0,8,2,plateau,0.05,0.0001,False,0,0.0,0.01,none,,
27446273936273525,True,8,0.0,10.0,1.0,0.0,0.0,0.1,0.0001,0.0,0.65,False,0.005,0.0,1.0,volo_d1_384,0.9,adamw,10,0.0,8,2,cosine,0.05,0.1,True,10,0.0,0.001,none,"(0.0, 0.999)",
97398867245054112,False,2,0.1,,1.0,0.0,0.0,0.1,0.001,0.1,,False,0.0005,8.0,1.0,mobilevitv2_075,0.9,momentum,10,0.6,9,3,cosine,0.0,0.001,False,5,0.0,0.1,random_augment,,
9680280172599200,False,256,0.001,,0.0,2.0,20.0,0.1,0.01,0.1,0.65,True,0.0001,0.2,0.75,edgenext_x_small,0.9,adamw,10,0.4,8,2,multistep,0.0,0.0,True,5,0.0,0.01,none,"(0.9, 0.999)",
75616134523829002,False,64,0.1,10.0,1.0,4.0,0.0,0.1,0.1,0.0,0.75,False,0.001,8.0,0.25,xcit_tiny_12_p8_384_dist,0.9,adam,10,1.0,9,3,cosine,0.0,0.0,False,0,0.0,0.001,random_augment,"(0.0, 0.99)",
96833108277088283,True,64,0.1,1.0,2.0,0.1,0.0,0.1,0.001,0.3,0.75,True,0.005,1.0,0.0,beit_base_patch16_384,0.9,adam,2,1.0,8,2,plateau,0.0,0.1,False,0,1e-05,0.0,auto_augment,"(0.0, 0.999)",original
97776186193705023,True,32,0.01,,2.0,0.1,10.0,0.1,0.0001,0.0,0.75,True,0.0001,4.0,0.5,beit_base_patch16_384,0.9,adamp,10,0.8,8,2,step,0.0,0.001,True,0,1e-06,0.1,none,"(0.0, 0.999)",
25308725354838000,False,2,0.0,1.0,2.0,4.0,20.0,0.5,0.0,0.1,,False,1e-05,1.0,0.0,volo_d5_512,0.9,adamp,10,1.0,8,2,multistep,0.1,0.0001,True,0,1e-05,0.1,none,"(0.9, 0.999)",
11619140078003445,True,32,0.001,1.0,2.0,4.0,0.0,0.1,0.01,0.4,0.65,False,0.0005,8.0,0.25,edgenext_small,0.9,adamw,10,1.0,8,2,cosine,0.05,0.1,False,10,1e-06,0.001,none,"(0.0, 0.99)",
9608037962777388,False,2,0.0001,1.0,4.0,1.0,0.0,0.1,0.0001,0.2,0.65,False,0.005,0.2,0.0,dla46x_c,0.8,momentum,10,0.2,8,2,cosine,0.05,0.0,False,5,0.0,0.01,none,,
100502274537963459,True,32,0.0,10.0,0.5,1.0,10.0,0.1,0.001,0.3,0.75,True,0.005,0.2,0.25,deit3_small_patch16_384_in21ft1k,0.95,momentum,10,0.4,8,2,multistep,0.1,0.01,True,0,1e-06,0.001,none,,
74536828115221893,True,4,0.0,10.0,2.0,2.0,20.0,0.5,0.0001,0.2,0.75,False,0.005,0.2,1.0,deit3_small_patch16_384_in21ft1k,0.9,adamp,10,0.8,8,2,step,0.0,0.01,True,5,0.0,0.01,none,"(0.9, 0.999)",
132884875140036106,False,8,0.1,10.0,0.0,0.1,0.0,0.1,0.001,0.0,0.75,False,0.0005,8.0,0.0,mobilevit_xxs,0.8,momentum,5,1.0,17,2,plateau,0.0,0.001,True,0,1e-06,0.001,random_augment,,
3798732374694650,False,4,0.0001,10.0,0.0,0.5,10.0,0.1,0.01,0.3,0.75,False,0.001,0.0,0.25,tf_efficientnet_b4_ns,0.9,sgd,10,0.0,8,2,multistep,0.0,0.01,False,5,1e-05,0.001,none,,
193373980279681492,False,64,0.1,,2.0,4.0,20.0,0.5,0.001,0.2,0.65,True,0.0001,0.0,0.75,dla46x_c,0.9,adamw,10,0.6,17,2,step,0.0,0.1,True,5,0.0,0.0,random_augment,"(0.0, 0.99)",
107792154230099716,False,64,0.001,,0.5,0.25,0.0,0.1,0.0001,0.0,0.75,False,0.0005,0.2,0.0,edgenext_x_small,0.95,momentum,10,1.0,9,3,cosine,0.1,0.1,False,5,1e-05,0.01,random_augment,,
1864216331260468,False,512,0.1,,4.0,0.5,10.0,0.1,0.0001,0.2,,False,0.001,0.4,0.5,dla46x_c,0.9,sgd,10,1.0,8,2,multistep,0.0,0.1,False,0,1e-06,0.01,trivial_augment,,
8044529998108971,True,4,0.0001,10.0,0.5,4.0,10.0,0.1,0.01,0.3,0.75,False,0.001,1.0,1.0,deit3_small_patch16_384_in21ft1k,0.9,sgd,10,0.0,8,2,multistep,0.0,0.0001,True,10,1e-05,0.0,none,,
58736021889077761,True,128,0.0001,,4.0,0.1,0.0,0.1,0.01,0.2,0.75,True,0.01,4.0,0.75,volo_d1_384,0.9,adamp,5,1.0,9,2,plateau,0.1,0.1,False,5,1e-06,0.01,random_augment,"(0.0, 0.999)",
1886547890249974,False,64,0.01,,2.0,4.0,0.0,0.1,0.0,0.4,,True,5e-05,4.0,0.0,edgenext_x_small,0.9,sgd,10,0.2,8,2,cosine,0.1,0.0,True,0,1e-06,0.01,none,,
23093730613419788,False,4,0.001,1.0,2.0,0.0,0.0,0.1,0.01,0.4,,False,0.005,0.4,0.75,edgenext_small,0.9,momentum,2,0.4,8,2,plateau,0.0,0.1,True,0,0.0,0.0,trivial_augment,,
191781007867061612,False,32,0.01,,0.0,0.0,0.0,0.1,0.1,0.3,0.65,False,0.001,0.4,0.0,edgenext_x_small,0.9,adamw,5,1.0,8,2,plateau,0.1,0.001,False,0,0.0,1e-05,auto_augment,"(0.0, 0.999)",original
16363663977472389,True,32,0.0,1.0,1.0,2.0,0.0,0.1,0.0,0.0,0.65,False,0.001,1.0,0.5,xcit_tiny_12_p8_384_dist,0.9,adam,10,0.6,8,2,cosine,0.1,0.0,False,5,0.0,0.1,none,"(0.9, 0.99)",
29478135291287591,True,64,0.0,10.0,0.0,0.5,20.0,0.1,0.0,0.0,0.75,True,1e-05,8.0,1.0,edgenext_x_small,0.9,adam,10,0.6,8,2,step,0.1,0.1,False,5,1e-05,0.0001,none,"(0.9, 0.999)",
44616305744161737,True,256,0.1,1.0,2.0,0.25,20.0,0.1,0.001,0.2,0.75,True,0.005,0.0,0.0,xcit_tiny_24_p8_384_dist,0.9,adam,10,1.0,8,2,step,0.1,0.01,False,0,0.0,0.0001,trivial_augment,"(0.0, 0.99)",
10804686214249987,True,16,0.0,,4.0,4.0,20.0,0.1,0.0001,0.2,,True,1e-05,0.0,1.0,xcit_tiny_12_p8_384_dist,0.9,adamp,10,0.6,8,2,step,0.0,0.0,False,0,0.0,0.001,none,"(0.9, 0.999)",
26848798694715569,True,8,0.01,,2.0,0.5,20.0,0.5,0.1,0.0,,False,0.005,1.0,0.5,tf_efficientnet_b4_ns,0.9,adam,10,0.8,8,2,multistep,0.05,0.1,True,5,1e-05,0.01,trivial_augment,"(0.9, 0.999)",
69680850509031232,False,8,0.0001,,2.0,1.0,10.0,0.1,0.0,0.0,0.65,False,1e-05,2.0,0.0,xcit_tiny_24_p8_384_dist,0.9,adam,10,0.8,8,2,step,0.05,0.1,False,10,1e-06,0.0001,none,"(0.9, 0.99)",
18719814753018438,False,16,0.1,1.0,0.5,0.1,0.0,0.1,0.1,0.4,,False,0.0005,8.0,0.0,edgenext_xx_small,0.9,adamw,10,0.2,8,2,cosine,0.1,0.001,True,5,1e-05,0.01,trivial_augment,"(0.9, 0.99)",
27094231862538339,True,4,0.001,,0.0,0.25,0.0,0.1,0.001,0.0,,False,0.0005,4.0,0.0,swinv2_base_window12to24_192to384_22kft1k,0.9,adamp,2,0.0,8,2,plateau,0.1,0.0,True,0,0.0,0.001,none,"(0.0, 0.999)",
15924870855153189,True,32,0.0,,4.0,2.0,0.0,0.1,0.0,0.3,0.75,False,0.01,0.2,1.0,tf_efficientnet_b7_ns,0.0,momentum,10,1.0,8,2,cosine,0.05,0.0001,False,5,1e-05,0.0,auto_augment,,v0
58300222693756619,True,64,0.0001,,1.0,0.0,0.0,0.1,0.001,0.4,,True,0.0001,1.0,0.25,mobilevit_xxs,0.9,adam,5,0.2,8,2,plateau,0.1,0.0,True,5,0.0,0.01,trivial_augment,"(0.0, 0.999)",
24686233658983976,False,256,0.1,10.0,2.0,0.5,0.0,0.1,0.01,0.4,0.65,True,0.0001,2.0,0.25,edgenext_x_small,0.9,adam,10,0.6,8,2,cosine,0.05,0.0,True,10,0.0,0.1,trivial_augment,"(0.0, 0.999)",
409485684745009772,False,32,0.01,10.0,4.0,0.25,10.0,0.1,0.01,0.1,0.75,True,5e-05,0.2,0.5,xcit_small_12_p8_384_dist,0.99,momentum,10,0.8,8,2,multistep,0.1,0.01,False,10,0.0,0.0001,auto_augment,,original
97796957519627821,True,2,0.0,1.0,4.0,0.25,10.0,0.1,0.001,0.0,,False,5e-05,1.0,0.0,volo_d3_448,0.9,adam,10,0.6,8,2,multistep,0.05,0.01,True,0,1e-06,0.1,none,"(0.0, 0.99)",
18892873146452028,False,16,0.1,1.0,2.0,0.25,0.0,0.1,0.0,0.0,0.65,True,0.005,0.0,1.0,xcit_tiny_12_p8_384_dist,0.9,adamp,2,0.2,8,2,plateau,0.0,0.1,True,10,1e-05,0.01,auto_augment,"(0.9, 0.999)",original
3331882992842274,False,128,0.1,,1.0,2.0,0.0,0.1,0.0,0.4,0.65,True,0.005,0.2,1.0,edgenext_small,0.9,adam,10,0.2,9,2,cosine,0.0,0.001,False,5,1e-06,0.001,random_augment,"(0.9, 0.999)",
19987829780291838,False,2,0.0001,,0.5,2.0,0.0,0.1,0.0001,0.3,0.75,False,1e-05,8.0,0.25,swinv2_base_window12to24_192to384_22kft1k,0.9,adam,2,0.0,8,2,plateau,0.0,0.001,False,5,1e-05,0.001,none,"(0.9, 0.99)",
124957914746475460,False,8,0.001,10.0,1.0,2.0,0.0,0.1,0.001,0.1,0.75,True,0.005,1.0,0.5,edgenext_x_small,0.9,adam,5,0.4,8,2,plateau,0.1,0.01,True,5,1e-06,0.001,none,"(0.0, 0.99)",
27144725481246838,False,8,0.01,,4.0,0.1,0.0,0.1,0.0,0.4,,False,0.0005,2.0,0.75,edgenext_small,0.9,adamw,2,0.6,8,2,plateau,0.0,0.1,True,0,0.0,0.001,none,"(0.0, 0.99)",
91199307848333966,False,32,0.0001,10.0,2.0,0.0,20.0,0.5,0.001,0.1,,False,0.005,0.2,0.25,dla46x_c,0.9,adamp,10,0.0,8,2,step,0.1,0.01,True,5,1e-06,0.01,auto_augment,"(0.9, 0.999)",original
77073238128286352,False,4,0.0,10.0,0.5,0.5,20.0,0.1,0.01,0.1,,False,0.001,8.0,0.75,deit3_small_patch16_384_in21ft1k,0.9,adam,10,0.8,8,2,multistep,0.0,0.001,True,0,0.0,0.0001,trivial_augment,"(0.9, 0.99)",
74020223726277030,False,2,0.0,,4.0,0.5,0.0,0.1,0.0,0.2,0.65,False,0.0001,8.0,0.5,tf_efficientnet_b7_ns,0.9,adamp,10,0.2,9,3,cosine,0.1,0.01,False,5,1e-05,0.1,random_augment,"(0.0, 0.99)",
14602804690065186,False,128,0.01,,0.5,0.0,0.0,0.1,0.01,0.3,,True,1e-05,1.0,0.0,edgenext_x_small,0.8,momentum,10,0.0,8,2,cosine,0.05,0.01,False,5,1e-05,1e-05,trivial_augment,,
101988036830890984,False,8,0.0,10.0,0.0,2.0,10.0,0.1,0.001,0.1,,False,0.0005,0.0,0.0,beit_large_patch16_512,0.95,momentum,10,1.0,8,2,multistep,0.1,0.001,True,5,1e-06,0.0001,trivial_augment,,
189505098293194336,False,8,0.1,,2.0,0.25,0.0,0.1,0.01,0.1,0.65,True,0.001,8.0,0.0,convnext_small_384_in22ft1k,0.9,adamp,5,0.4,8,2,plateau,0.0,0.0001,False,0,1e-06,0.001,auto_augment,"(0.0, 0.999)",original
132961547466237716,False,32,0.0001,1.0,0.0,0.25,0.0,0.1,0.0,0.4,0.75,False,1e-05,0.4,1.0,xcit_tiny_12_p8_384_dist,0.8,momentum,10,0.6,17,3,cosine,0.05,0.001,False,5,1e-06,0.001,random_augment,,
58789443263732265,True,4,0.1,10.0,2.0,0.1,20.0,0.5,0.01,0.3,,False,5e-05,1.0,1.0,mobilevitv2_075,0.8,momentum,10,0.4,8,2,multistep,0.05,0.01,True,5,1e-06,0.01,trivial_augment,,
